Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,Carbon Emissions (kg CO2e),Recycling Rate (%),Energy Consumption (MWh),Use of Renewable Energy (%),Green Packaging Usage (%)
Les Schwab Tire Centers,Demand-Driven SCM,250,10,18,88,85,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,81,10,12,Medium,85,80,448346,691000,70,385500,61,44
Discount Tire,Lean Manufacturing,300,5.2,11,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,82,11,10,High,88,85,51152701,692000,60,386000,62,45
Tire Kingdom,Sustainable SCM,250,3.5,10,92,94,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,81,11,8,High,91,85,88825084,693000,61,386500,63,46
NTB - National Tire & Battery,Lean Manufacturing,10000,8.2,10,90,91,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,85,11,8,High,88,85,26658610,694000,62,387000,64,47
America's Tire,Vendor Managed Inventory,100,5.2,10,92,89,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,8849852,695000,63,387500,65,48
Mavis Discount Tire,Lean Manufacturing,75000,7,10,92,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,12719243,696000,64,388000,50,49
Tuffy Tire & Auto Service,Vendor Managed Inventory,70000,5.5,20,88,91,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,33267859,697000,65,388500,51,50
Precision Tune Auto Care,Agile SCM,100,6,18,90,89,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,39301805,698000,66,389000,52,51
Mr. Tire Auto Service Centers,Lean Manufacturing,200,6,7,98,88,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,80,12,3,High,95,90,36601695,699000,67,389500,53,52
Hibdon Tires Plus,Agile SCM,500,10,10,93,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,80,10,8,High,90,85,55105832,700000,68,390000,54,53
Tire Warehouse,Sustainable SCM,300,8.3,12,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,11552292,701000,69,390500,55,54
Town Fair Tire,Lean Manufacturing,300,6,22,89,88,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,61704883,702000,70,391000,56,55
Tire Barn Warehouse,Agile SCM,500,5,10,94,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,82,12,7,High,90,85,53953230,703000,60,391500,57,56
Tires Plus,Lean Manufacturing,400,7.5,15,91,93,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,81,10,10,Medium,85,80,77189211,704000,61,392000,58,57
Tire Discounters,Vendor Managed Inventory,150,6,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,35154829,705000,62,392500,59,58
AAA Car Care,Agile SCM,100,6,20,88,90,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,23240985,706000,63,393000,60,59
Big Brand Tire & Service,Sustainable SCM,200,4,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,56972562,707000,64,393500,61,60
Dunn Tire,Vendor Managed Inventory,150,4.2,12,89,85,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,54006164,708000,65,394000,62,40
Belle Tire,Just-In-Time,20000,4.5,11,91,94,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,6195201,709000,66,394500,63,41
Sullivan Tire and Auto Service,Lean Manufacturing,100,5,7,98,91,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,80,12,3,High,95,90,22558782,710000,67,395000,64,42
Bruce's Tire,Agile SCM,1300000,4.5,18,88,89,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,80,10,12,Medium,85,80,16663289,711000,68,395500,65,43
Plaza Tire Service,Demand-Driven SCM,200,4,12,91,93,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,55257852,712000,69,396000,50,44
Fleet Farm,Agile SCM,300,5,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,10320856,713000,70,396500,51,45
Costco Tire Center,Agile SCM,100,5.8,14,90,93,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,82,10,10,Medium,85,80,23841963,714000,60,397000,52,46
Sam's Club Tire & Battery Center,Agile SCM,400,5.5,7,99,92,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,81,15,3,High,95,90,39673333,715000,61,397500,53,47
Sears Auto Center,Cross-Docking,150,4,10,93,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,62976037,716000,62,398000,54,48
Walmart Auto Care Centers,Agile SCM,150,7.7,12,91,91,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,17824014,717000,63,398500,55,49
Pep Boys,Lean Manufacturing,100,9,7,98,90,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,26365211,718000,64,399000,56,50
Yara International,Just-In-Time,300,2,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,7887740,719000,65,399500,57,51
Nutrien,Agile SCM,150,1,9,92,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,85,12,8,High,88,85,22268807,720000,66,400000,58,52
The Mosaic Company,Demand-Driven SCM,500,7,2,98,94,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",80,20,5,High,90,85,48900484,721000,67,400500,59,53
"CF Industries Holdings, Inc.",Vendor Managed Inventory,400,8,15,91,90,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,80,10,12,Medium,85,85,100544913,722000,68,401000,60,54
EuroChem Group,Vendor Managed Inventory,300,5,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,107868844,723000,69,401500,61,55
K+S AG,Vendor Managed Inventory,300,5.8,10,92,89,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,95540568,724000,70,402000,62,56
ICL Group Ltd.,Lean Manufacturing,100,4,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,82,11,8,High,91,85,5562068,725000,60,402500,63,57
OCI N.V.,Lean Manufacturing,300,4,9,93,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,81,11,8,High,91,85,21921118,726000,61,403000,64,58
Uralkali,Lean Manufacturing,300,6,7,98,91,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90,7136030,727000,62,403500,65,59
Sinofert Holdings Limited,Lean Manufacturing,10000,4.5,2,98,90,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,85,12,5,High,90,85,45816039,728000,63,404000,50,60
Haifa Group,Agile SCM,20000,6.5,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,59946864,729000,64,404500,51,40
SQM (Sociedad Química y Minera),Lean Manufacturing,500,6,15,91,88,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,28997890,730000,65,405000,52,41
OCP Group,Agile SCM,200,4.2,3,97,87,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",85,18,5,High,90,88,85652972,731000,66,405500,53,42
Agrium Inc.,Lean Manufacturing,100,4.5,12,91,88,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,80,11,10,High,88,85,4521374,732000,67,406000,54,43
PotashCorp,Cross-Docking,150,10,10,94,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,80,12,7,High,90,85,1989174,733000,68,406500,55,44
Terra Nitrogen Company,Agile SCM,250,6.2,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,106179286,734000,69,407000,56,45
"Koch Fertilizer, LLC",Lean Manufacturing,400,4.2,12,91,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,101573978,735000,70,407500,57,46
SABIC (Saudi Basic Industries Corporation),Agile SCM,200,5,10,90,88,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,82,11,8,High,88,85,67758015,736000,60,408000,58,47
Indian Farmers Fertilizer Cooperative Limited (IFFCO),Sustainable SCM,20000,6,22,89,89,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,81,9,15,Medium,85,80,14716696,737000,61,408500,59,48
Coromandel International,Agile SCM,500,5,18,90,90,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,82,11,10,Medium,85,85,43799967,738000,62,409000,60,49
Gujarat State Fertilizers & Chemicals (GSFC),Lean Manufacturing,200,5.2,18,88,90,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,81,10,12,Medium,85,80,31665405,739000,63,409500,61,50
Rashtriya Chemicals & Fertilizers (RCF),Agile SCM,300,4.2,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,77751355,740000,64,410000,62,51
Zuari Agro Chemicals Ltd.,Demand-Driven SCM,100,4.2,10,93,91,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,73190815,741000,65,410500,63,52
Deepak Fertilisers and Petrochemicals Corporation Ltd.,Agile SCM,250,5.8,14,90,88,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85,80155333,742000,66,411000,64,53
Chambal Fertilisers and Chemicals Ltd.,Lean Manufacturing,20000,4,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85,46159304,743000,67,411500,65,54
Tata Chemicals Limited,Agile SCM,150,10,15,91,89,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,57849485,744000,68,412000,50,55
Paradeep Phosphates Limited,Lean Manufacturing,1300000,4,4,95,90,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,80,12,5,High,90,85,94962819,745000,69,412500,51,56
Indorama Fertilizers,Agile SCM,200,6,15,95,90,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,80,8,12,Medium,88,85,23295180,746000,70,413000,52,57
GrainCorp Limited,Lean Manufacturing,200,5.2,12,89,91,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,96949040,747000,60,413500,53,58
"Mosaic Fertilizer, LLC",Vendor Managed Inventory,500,6,8,94,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,69800141,748000,61,414000,54,59
"Brandt Consolidated, Inc.",Efficient Consumer Response,150,50,11,90,93,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,82,9,10,High,87,80,67775191,749000,62,414500,55,60
"Helena Agri-Enterprises, LLC",Sustainable SCM,250,6.2,9,93,85,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,81,10,7,High,90,85,11310553,750000,63,415000,56,40
Wilbur-Ellis Company,Lean Manufacturing,300,4.2,5,93,92,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,85,11,5,High,90,85,104860868,751000,64,415500,57,41
"Loveland Products, Inc.",Agile SCM,100000,10,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,12722095,752000,65,416000,58,42
"Growmark, Inc.",Lean Manufacturing,200,5.2,10,92,89,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,97576440,753000,66,416500,59,43
J.R. Simplot Company,Agile SCM,10000,3.5,8,94,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85,86544586,754000,67,417000,60,44
Compass Minerals,Demand-Driven SCM,1000000,8.2,20,89,85,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,12,Medium,85,80,59248435,755000,68,417500,61,45
"CF Industries Nitrogen, LLC",Lean Manufacturing,200,5.2,7,98,88,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,80,12,3,High,95,90,64447436,756000,69,418000,62,46
Koch Agronomic Services,Agile SCM,300,7,18,87,89,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,80,9,15,Medium,85,80,39443227,757000,70,418500,63,47
Koch Industries,Vendor Managed Inventory,150,5.5,9,93,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,95672412,758000,60,419000,64,48
Koch Ag & Energy Solutions,Vendor Managed Inventory,100,6,15,91,90,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,71244179,759000,61,419500,65,49
Verdesian Life Sciences,Agile SCM,100,6,12,91,91,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85,36898447,760000,62,420000,50,50
Kugler Company,Agile SCM,300,10,10,90,87,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,81,11,8,High,87,85,109174314,761000,63,420500,51,51
AgroLiquid,Sustainable SCM,400,8.3,12,88,89,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,85,8,15,Medium,80,78,449396,762000,64,421000,52,52
Agro-Culture Liquid Fertilizers,Vendor Managed Inventory,400,6,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,43156516,763000,65,421500,53,53
Agro-K Corporation,Just-In-Time,300,5,12,90,88,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,85,9,8,High,88,85,71766558,764000,66,422000,54,54
American Plant Food Corporation,Vendor Managed Inventory,150,7.5,14,90,89,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85,70373773,765000,67,422500,55,55
Helena Chemical Company,Lean Manufacturing,500,6,10,92,92,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,39902997,766000,68,423000,56,56
Agrium Advanced Technologies,Lean Manufacturing,300,6,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,80,12,7,High,90,85,3369721,767000,69,423500,57,57
Planet Turf,Lean Manufacturing,200,4,14,88,89,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,80,10,10,Medium,85,80,73204794,768000,70,424000,58,58
Supreme Growers,Vendor Managed Inventory,20000,4.2,8,94,92,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,85,10,5,High,90,85,19576704,769000,60,424500,59,59
Southern States Cooperative,Agile SCM,500,4.5,11,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,79348897,770000,61,425000,60,60
Royster-Clark,Vendor Managed Inventory,100,5,10,90,85,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,82,11,8,High,88,85,4183840,771000,62,425500,61,40
TIMAC Agro USA,Agile SCM,200,4.5,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,81,10,8,High,88,85,96435124,772000,63,426000,62,41
"Andersons, Inc.",Agile SCM,20000,4,10,93,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,81251089,773000,64,426500,63,42
Harrell’s LLC,Lean Manufacturing,400,5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,71021807,774000,65,427000,64,43
WinField United,Lean Manufacturing,1500,5.8,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,89132961,775000,66,427500,65,44
AgXplore,Agile SCM,200,5.5,2,98,88,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85,35156029,776000,67,428000,50,45
"Yargus Manufacturing, Inc.",Lean Manufacturing,500,4,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,33779714,777000,68,428500,51,46
"Plant Food Company, Inc.",Vendor Managed Inventory,300,7.7,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,80,9,15,Medium,85,80,73851336,778000,69,429000,52,47
Krebbs Fertilizer,Lean Manufacturing,500,5,12,89,85,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,80,10,10,Medium,85,80,52562568,779000,70,429500,53,48
Richland Fertilizer Co.,Demand-Driven SCM,250,5.8,18,88,88,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,57631344,780000,60,430000,54,49
Martin Resources,Lean Manufacturing,300,4,11,91,94,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,17882751,781000,61,430500,55,50
Growmark FS,Sustainable SCM,250,4,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,82,11,8,High,91,85,2484414,782000,62,431000,56,51
CPS (Crop Production Services),Lean Manufacturing,10000,6,10,90,89,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,81,11,8,High,88,85,99204498,783000,63,431500,57,52
Horizon Ag-Products,Vendor Managed Inventory,100,4.5,10,92,87,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,82,11,8,High,88,85,42090759,784000,64,432000,58,53
Midwestern BioAg,Lean Manufacturing,75000,6.5,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,81,10,8,High,90,85,91299104,785000,65,432500,59,54
Green Valley Chemical Corp.,Vendor Managed Inventory,70000,6,20,88,89,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,90876183,786000,66,433000,60,55
"Innvictis Crop Care, LLC",Agile SCM,100,4.2,18,90,88,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,48673238,787000,67,433500,61,56
XiteBio Technologies Inc.,Lean Manufacturing,200,4.5,7,98,85,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90,10970724,788000,68,434000,62,57
Anuvia Plant Nutrients,Agile SCM,500,10,10,93,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,68181512,789000,69,434500,63,58
"BioWorks, Inc.",Sustainable SCM,300,6.2,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,62190752,790000,70,435000,64,59
BioSafe Systems,Lean Manufacturing,300,4.2,22,89,90,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,80,9,15,Medium,85,80,77031057,791000,60,435500,65,60
Terramera,Agile SCM,500,5,10,94,93,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,80,12,7,High,90,85,27812616,792000,61,436000,50,40
Interagro (UK) Ltd.,Lean Manufacturing,400,6,15,91,85,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,35940921,793000,62,436500,51,41
Agri-Products,Vendor Managed Inventory,150,5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,94783768,794000,63,437000,52,42
"Miller Chemical & Fertilizer, LLC",Agile SCM,100,5.2,20,88,88,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,82,10,12,Medium,85,80,55454432,795000,64,437500,53,43
Agricen Sciences,Sustainable SCM,200,4.2,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,81,11,10,High,88,85,94206449,796000,65,438000,54,44
AdvanSix,Vendor Managed Inventory,150,4.2,12,89,94,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,76241447,797000,66,438500,55,45
Koch Chemical Technology Group,Just-In-Time,20000,5.8,11,91,91,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,105967806,798000,67,439000,56,46
Cameron Chemicals,Lean Manufacturing,100,4,7,98,89,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,29093908,799000,68,439500,57,47
"AgriTec International, Inc.",Agile SCM,1300000,10,18,88,93,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,99052377,800000,69,440000,58,48
Biolchim S.p.A.,Demand-Driven SCM,200,4,12,91,88,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,61306901,801000,70,440500,59,49
Tradecorp,Agile SCM,300,6,11,90,93,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80,77275699,802000,60,441000,60,50
Fertilizer Company of India,Agile SCM,100,5.2,14,90,92,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,80,10,10,Medium,85,80,34958763,803000,61,441500,61,51
Mahadhan,Agile SCM,400,6,7,99,89,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,85,15,3,High,95,90,68394025,804000,62,442000,62,52
Krishna Industrial Corporation,Cross-Docking,150,50,10,93,91,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,52441467,805000,63,442500,63,53
Bhartiya Agro Chemicals,Agile SCM,150,6.2,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85,83122311,806000,64,443000,64,54
Nagarjuna Fertilizers & Chemicals Limited,Lean Manufacturing,100,4.2,7,98,90,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,81,12,3,High,95,90,49437770,807000,65,443500,65,55
Southern Petrochemical Industries Corporation Ltd. (SPIC),Just-In-Time,300,10,11,90,92,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,77633092,808000,66,444000,50,56
Paradeep Phosphates Limited,Agile SCM,150,5.2,9,92,94,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,85,12,8,High,88,85,12431396,809000,67,444500,51,57
Mangalore Chemicals & Fertilizers Limited,Demand-Driven SCM,500,3.5,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85,88132319,810000,68,445000,52,58
Factamfos,Vendor Managed Inventory,400,8.2,15,91,90,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,69872507,811000,69,445500,53,59
Madras Fertilizers Limited,Vendor Managed Inventory,300,5.2,8,94,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,27780900,812000,70,446000,54,60
Zuari Global Limited,Vendor Managed Inventory,300,7,10,92,91,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,80,12,8,High,89,85,37876685,813000,60,446500,55,40
Shriram Fertilizers and Chemicals,Lean Manufacturing,100,5.5,10,92,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,80,11,8,High,91,85,15814829,814000,61,447000,56,41
Liberty Phosphates Limited,Lean Manufacturing,300,6,9,93,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,41542437,815000,62,447500,57,42
Rajasthan State Mines and Minerals Limited,Lean Manufacturing,300,6,7,98,90,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90,69062974,816000,63,448000,58,43
Meghmani Organics Limited,Lean Manufacturing,10000,10,2,98,89,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,82,12,5,High,90,85,53059072,817000,64,448500,59,44
Indofil Industries Limited,Agile SCM,20000,8.3,10,92,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,81,10,8,High,90,85,18130255,818000,65,449000,60,45
Vardhaman Fertilizers and Seeds Pvt. Ltd.,Lean Manufacturing,500,6,15,91,87,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,84711897,819000,66,449500,61,46
Excel Crop Care Limited,Lean Manufacturing,200,5,3,97,88,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",85,18,5,High,90,88,16618154,820000,67,450000,62,47
Bayer CropScience,Agile SCM,100,7.5,12,91,85,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,102118205,821000,68,450500,63,48
DuPont Pioneer,Sustainable SCM,150,6,10,94,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,27009225,822000,69,451000,64,49
Monsanto Company,Agile SCM,250,6,11,91,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,71086131,823000,70,451500,65,50
Syngenta AG,Lean Manufacturing,400,4,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85,95939749,824000,60,452000,50,51
Dow AgroSciences,Agile SCM,200,4.2,10,90,89,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,80,11,8,High,88,85,31632484,825000,61,452500,51,52
BASF Agricultural Solutions,Demand-Driven SCM,20000,4.5,22,89,90,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,3741197,826000,62,453000,52,53
Bayer AG,Agile SCM,500,5,18,90,90,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,13187278,827000,63,453500,53,54
Novozymes,Lean Manufacturing,200,4.5,18,88,88,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,82,10,12,Medium,85,80,91544507,828000,64,454000,54,55
